Id	Control	Uid	Category	Original	Translated
1691	grblconfigcontrol	hdr_settingValue	None	Value	值
1031	consolecontrol	lbl_verbose	CheckBox	Verbose	Verbose
1220	heightmapcontrol	lbl_width	None	W:	W:
1550	jobview	str_msgWait	None	Waiting for controller ({0})...	正在等待控制器 ({0})…
1528	libstrings	str_msgWait	None	Waiting for controller ({0})...	正在等待控制器 ({0})…
1247	jogconfigcontrol	pnl_kbdJogging	ToolTip	Warning! - Grbl has outstanding bug(s) in jog cancel (on key up).	警告！ - Grbl 在點動取消（按鍵上）方面存在衝突的錯誤。
1142	probingview	txt_warning	Text	Warning! Use with care - incorrect parameters may damage your probe!	警告!小心使用 - 錯誤的參數可能會損壞您的探頭！
1032	portdialog	lbl_websocket	CheckBox	WebSocket	WebSocket
1589	libstrings	str_themeWhite	None	White	白色
1131	toollengthcontrol	lbl_withTool	Label	with tool:	使用刀具:
981	workparameterscontrol	grp_workparams	Label	Work Parameters	工作參數
1103	toollengthcontrol	grp_workpiece	Label	Workpiece	工件
1106	rotationcontrol	grp_workpiece	Label	Workpiece	工件
1105	edgefinderintcontrol	grp_workpiece	Label	Workpiece	工件
1104	edgefindercontrol	grp_workpiece	Label	Workpiece	工件
1092	centerfindercontrol	grp_dimensions	Label	Workpiece dimensions	工件尺寸
1107	toollengthcontrol	grp_workpieceOffset	Label	Workpiece offset	工件偏置
1590	rotationcontrol	grp_workpieceOffset	Label	Workpiece offset	工件偏置
1304	centerfindercontrol	str_centerFinderWpSize	None	Workpiece {0} size cannot be 0.	工件{0}尺寸不能爲0。
1558	gcodewrapdialog	lbl_wrapSource	Label	Wrap:	Wrap:
1034	toolview	lbl_xAxis	None	X axis:	X 軸:
1465	probingview	fld_probeOffsetX	ToolTip	X offset from probe to controlled point	從探頭到控制點的 X 偏移
1194	configcontrol	fld_xOffset	None	X offset:	X 偏移：
1209	centerfindercontrol	fld_xSize	None	X size:	X 大小:
1464	probingview	fld_probeOffsetX	None	X:	X:
1210	probingview	fld_xyClearance	None	XY Clearance:	XY 間隙：
1036	toolview	lbl_yAxis	None	Y axis:	Y 軸:
1467	probingview	fld_probeOffsetY	ToolTip	Y offset from probe to controlled point	從探頭到控制點的 Y 偏移
1195	configcontrol	fld_yOffset	None	Y offset:	Y 偏移：
1211	centerfindercontrol	fld_ySize	None	Y size:	Y 大小:
1466	probingview	fld_probeOffsetY	None	Y:	Y:
1575	toolview	lbl_zAxis	None	Z axis:	Z 軸:
1083	probingview	fld_depth	ToolTip	Z offset from current position where probing will take place	距當前探測位置的 Z 偏移量
1166	jobparametersdialog	grp_zPosition	Label	Z positions (relative to workpiece surface)	Z位置(相對於工件表面)
955	drocontrol	btn_zeroAll	Button	Zero all	全部清零
1573	offsetview	lbl_axis	None	{0} axis:	{0} 軸:
1440	libstrings	str_gcParserStrip	None	{0} command found, strip?	找到 {0} 命令，剝離？
1534	centerfindercontrol	str_positionsRequired	None	{0} probe positions are required.	需要 {0} 個探針位置。
1671	grblconfigcontrol	str_settingsReloadMismatch	None	{0} settings were ignored, not supported by the controller.	{0} 設置被忽略，控制器不支持。
1413	libstrings	str_gcLoadError	None	{0}\\nLine: {1}\\nBlock: {2}\\n\\nContinue loading?	{0}\\nLine: {1}\\nBlock: {2}\\n\\n繼續加載?
